AverageFloorArea,Quarter,Property Type,EnergyUseAveragePerDwelling,LightingCostAveragePerDwelling,HeatingCostAveragePerDwelling,HotWaterCostAveragePerDwelling
128.0,3,3,88.92682926829268,77.07317073170732,351.5121951219512,112.26829268292683
128.0,4,1,96.07692307692308,78.3076923076923,397.61538461538464,131.69230769230768
128.0,4,3,87.22727272727273,80.20454545454545,354.04545454545456,105.9090909090909
128.0,4,4,73.0,81.0,375.0,105.0
129.0,1,1,98.1,82.4,413.8,132.2
129.0,1,3,93.2051282051282,83.94871794871794,371.5128205128205,110.46153846153847
129.0,1,4,108.33333333333333,88.33333333333333,369.3333333333333,147.33333333333334
129.0,2,1,108.16666666666667,78.83333333333333,406.5,105.5
129.0,2,3,90.4,79.6,360.1,103.65
129.0,2,4,123.33333333333333,85.66666666666667,471.0,98.0
129.0,3,1,111.7,77.8,425.8,104.5
129.0,3,2,76.5,76.0,308.5,98.0
129.0,3,3,92.86,81.94,370.22,108.68
129.0,4,1,105.0909090909091,80.0909090909091,414.54545454545456,126.27272727272727
129.0,4,3,90.33333333333333,78.66666666666667,367.4047619047619,104.26190476190476
129.0,4,4,162.0,78.0,623.0,83.0
130.0,1,1,105.25,79.05,409.45,129.45
130.0,1,2,105.0,81.0,336.0,98.0
130.0,1,3,91.75,83.9090909090909,368.5681818181818,112.8409090909091
130.0,1,4,83.5,89.0,361.5,101.0
130.0,2,1,95.55555555555556,76.0,409.22222222222223,115.22222222222223
130.0,2,2,133.0,89.0,506.0,100.0
130.0,2,3,91.11904761904762,77.07142857142857,376.4047619047619,104.5
130.0,2,4,68.66666666666667,83.66666666666667,300.6666666666667,82.33333333333333
130.0,3,1,110.35714285714286,77.42857142857143,437.2142857142857,123.71428571428571
130.0,3,3,92.91111111111111,84.97777777777777,362.24444444444447,110.44444444444444
130.0,3,4,90.0,83.5,410.3333333333333,112.33333333333333
130.0,4,1,94.55555555555556,81.11111111111111,373.55555555555554,127.77777777777777
130.0,4,2,125.0,83.0,496.0,102.0
130.0,4,3,95.97142857142858,81.25714285714285,364.6,109.51428571428572
130.0,4,4,100.66666666666667,94.33333333333333,401.3333333333333,100.66666666666667
131.0,1,1,107.46666666666667,82.46666666666667,419.4,130.2
131.0,1,3,88.175,81.3,362.575,107.0
131.0,1,4,124.33333333333333,75.66666666666667,501.3333333333333,116.33333333333333
131.0,2,1,101.125,76.75,417.375,107.125
131.0,2,3,88.89655172413794,76.06896551724138,361.17241379310343,102.48275862068965
131.0,2,4,113.0,80.0,465.0,90.0
131.0,3,1,113.33333333333333,90.16666666666667,442.6666666666667,112.0
131.0,3,3,91.22916666666667,80.35416666666667,366.7916666666667,107.20833333333333
131.0,3,4,81.5,85.0,317.0,106.25
131.0,4,1,105.25,78.66666666666667,406.8333333333333,117.41666666666667
131.0,4,3,92.4375,81.375,362.625,104.125
131.0,4,4,79.71428571428571,87.71428571428571,341.14285714285717,99.0
132.0,1,1,116.26666666666667,85.53333333333333,381.6666666666667,121.13333333333334
132.0,1,3,87.925,79.675,373.9,108.425
132.0,1,4,96.0,82.0,388.0,100.0
132.0,2,1,107.81818181818181,83.27272727272727,441.72727272727275,127.63636363636364
132.0,2,2,127.5,80.5,493.5,101.0
132.0,2,3,97.83720930232558,84.20930232558139,376.72093023255815,108.02325581395348
132.0,2,4,125.0,92.66666666666667,484.6666666666667,90.66666666666667
132.0,3,1,100.5,84.83333333333333,440.1666666666667,122.66666666666667
132.0,3,2,97.0,98.5,318.0,119.0
132.0,3,3,94.34693877551021,81.38775510204081,377.1020408163265,109.26530612244898
132.0,3,4,66.75,70.5,327.25,93.5
132.0,4,1,111.6,79.2,458.1333333333333,133.06666666666666
132.0,4,2,91.0,71.0,351.0,114.0
132.0,4,3,91.57142857142857,81.57142857142857,374.0,110.07142857142857
132.0,4,4,107.0,84.66666666666667,420.6666666666667,128.0
133.0,1,1,104.63636363636364,84.81818181818181,397.1818181818182,131.36363636363637
133.0,1,3,92.2,86.1,371.96666666666664,104.8
133.0,2,1,111.41666666666667,81.33333333333333,413.4166666666667,125.66666666666667
133.0,2,2,63.0,95.0,227.0,90.0
133.0,2,3,92.29032258064517,81.06451612903226,371.9032258064516,104.48387096774194
133.0,2,4,117.0,85.0,456.0,98.0
133.0,3,1,97.8,79.6,393.8,128.4
133.0,3,3,91.6,82.56,383.96,111.68
133.0,3,4,57.0,75.0,301.0,98.0
133.0,4,1,88.11111111111111,75.55555555555556,395.8888888888889,112.66666666666667
133.0,4,3,89.56756756756756,80.48648648648648,370.4054054054054,107.29729729729729
133.0,4,4,124.75,86.75,432.25,102.25
134.0,1,1,103.28571428571429,79.92857142857143,424.64285714285717,125.0
134.0,1,2,140.0,88.0,574.0,85.0
134.0,1,3,90.88888888888889,81.22222222222223,406.8333333333333,110.36111111111111
134.0,1,4,81.25,73.75,371.75,103.0
134.0,2,1,89.75,84.625,422.0,124.125
134.0,2,3,99.03125,83.09375,396.34375,107.5625
134.0,2,4,109.0,74.0,445.0,103.0
134.0,3,1,102.57142857142857,83.0,432.2857142857143,119.71428571428571
134.0,3,3,96.46875,85.375,384.53125,113.3125
134.0,3,4,61.0,75.0,318.0,101.0
134.0,4,1,108.57142857142857,82.14285714285714,429.0,126.85714285714286
134.0,4,2,126.5,99.5,495.0,79.5
134.0,4,3,96.61538461538461,85.46153846153847,376.0769230769231,116.65384615384616
134.0,4,4,82.5,83.0,374.5,98.5
135.0,1,1,71.25,85.5,382.5,126.5
135.0,1,3,86.05263157894737,81.28947368421052,369.13157894736844,110.07894736842105
135.0,2,1,107.0,78.0,312.0,118.0
135.0,2,3,98.6875,83.34375,382.4375,109.46875
135.0,3,1,85.75,78.75,397.75,112.5
135.0,3,2,112.0,80.0,508.0,94.0
135.0,3,3,87.05714285714286,82.42857142857143,371.45714285714286,106.71428571428571
135.0,4,1,121.0,76.33333333333333,417.3333333333333,125.66666666666667
135.0,4,2,175.0,116.0,402.0,103.0
135.0,4,3,83.07692307692308,79.8076923076923,359.0,112.3076923076923
135.0,4,4,106.0,91.5,431.0,111.5
136.0,1,1,95.125,82.5,378.875,112.625
136.0,1,3,89.72727272727273,82.45454545454545,382.5151515151515,107.42424242424242
136.0,1,4,82.0,76.5,396.5,104.5
136.0,2,1,111.66666666666667,75.33333333333333,510.3333333333333,104.16666666666667
136.0,2,3,88.55172413793103,83.65517241379311,374.41379310344826,109.93103448275862
136.0,2,4,86.0,71.33333333333333,333.3333333333333,94.33333333333333
136.0,3,1,104.0,91.4,445.0,160.2
136.0,3,2,98.0,87.0,419.0,96.0
136.0,3,3,95.15151515151516,86.66666666666667,377.6666666666667,109.9090909090909
136.0,3,4,76.33333333333333,73.66666666666667,377.3333333333333,117.0
136.0,4,1,117.0,79.0909090909091,448.0,123.0
136.0,4,3,97.45,84.75,420.2,113.2
136.0,4,4,130.0,98.0,383.0,93.0
137.0,1,1,109.33333333333333,85.16666666666667,458.8333333333333,121.66666666666667
137.0,1,2,76.0,82.0,273.0,107.0
137.0,1,3,86.94736842105263,82.34210526315789,391.8421052631579,109.63157894736842
137.0,1,4,100.0,76.0,459.0,111.0
137.0,2,1,102.55555555555556,88.88888888888889,446.77777777777777,127.77777777777777
137.0,2,3,86.64,84.28,356.44,103.76
137.0,3,1,87.0909090909091,82.18181818181819,422.8181818181818,127.36363636363636
137.0,3,3,95.25714285714285,83.6,386.9714285714286,111.91428571428571
137.0,3,4,107.0,65.0,540.0,105.0
137.0,4,1,101.71428571428571,84.85714285714286,378.14285714285717,111.57142857142857
137.0,4,3,91.58620689655173,82.89655172413794,389.51724137931035,120.72413793103448
138.0,1,1,103.63636363636364,83.0,521.4545454545455,144.45454545454547
138.0,1,2,66.0,76.0,279.0,95.0
138.0,1,3,97.07142857142857,83.89285714285714,400.10714285714283,112.0
138.0,2,1,96.57142857142857,81.85714285714286,417.42857142857144,116.57142857142857
138.0,2,3,93.10526315789474,81.21052631578948,397.3157894736842,106.47368421052632
138.0,2,4,131.0,118.0,518.0,107.0
138.0,3,1,103.5,81.0,477.5,136.0
138.0,3,3,91.9,80.53333333333333,404.26666666666665,108.43333333333334
138.0,4,1,94.375,85.375,394.25,123.625
138.0,4,3,90.73076923076923,82.57692307692308,395.34615384615387,108.42307692307692
138.0,4,4,140.0,88.0,493.5,110.5
139.0,1,1,124.14285714285714,84.57142857142857,476.57142857142856,143.0
139.0,1,3,92.24,88.32,393.68,117.08
139.0,2,1,108.44444444444444,83.66666666666667,385.0,109.88888888888889
139.0,2,3,88.11111111111111,85.0,367.77777777777777,114.83333333333333
139.0,3,1,122.25,92.5,432.0,110.0
139.0,3,3,92.0,77.66666666666667,421.72222222222223,113.38888888888889
139.0,3,4,89.0,92.0,381.5,102.0
139.0,4,1,112.83333333333333,80.66666666666667,422.6666666666667,132.0
139.0,4,3,100.19047619047619,86.71428571428571,405.8095238095238,116.80952380952381
140.0,1,1,107.33333333333333,86.55555555555556,424.8888888888889,127.22222222222223
140.0,1,2,82.0,73.0,632.0,78.0
140.0,1,3,84.23529411764706,82.0,388.11764705882354,110.47058823529412
140.0,1,4,65.5,77.0,320.0,94.0
140.0,2,1,99.66666666666667,85.88888888888889,409.55555555555554,119.44444444444444
140.0,2,3,94.52173913043478,82.17391304347827,392.17391304347825,113.6086956521739
140.0,2,4,84.0,82.0,401.0,105.0
140.0,3,1,107.28571428571429,86.0,443.7142857142857,114.71428571428571
140.0,3,2,108.5,84.0,417.5,93.5
140.0,3,3,95.36,84.0,409.64,111.84
140.0,3,4,119.0,81.0,520.0,117.0
140.0,4,1,103.8,79.1,429.7,123.5
140.0,4,3,95.47826086956522,89.69565217391305,385.9130434782609,117.91304347826087
140.0,4,4,56.0,73.0,330.0,112.0
141.0,1,1,96.375,82.625,458.875,133.75
141.0,1,3,86.65384615384616,81.6923076923077,398.84615384615387,111.26923076923077
141.0,2,1,95.88888888888889,85.44444444444444,418.22222222222223,114.11111111111111
141.0,2,3,97.42307692307692,87.38461538461539,376.84615384615387,117.73076923076923
141.0,2,4,50.0,77.0,386.0,90.0
141.0,3,1,109.5,74.5,462.5,93.0
141.0,3,2,68.0,71.0,317.0,94.0
141.0,3,3,93.5,85.375,391.0,112.95833333333333
141.0,3,4,120.0,83.0,601.0,104.5
141.0,4,1,88.83333333333333,85.33333333333333,376.6666666666667,84.83333333333333
141.0,4,3,81.61111111111111,80.11111111111111,369.55555555555554,112.83333333333333
141.0,4,4,92.0,94.0,379.5,88.5
142.0,1,1,97.5,77.33333333333333,479.6666666666667,136.0
142.0,1,2,88.0,69.5,411.5,96.5
142.0,1,3,84.46666666666667,81.8,404.0,110.73333333333333
142.0,1,4,97.0,86.0,481.0,121.0
142.0,2,1,107.25,86.75,422.625,128.625
142.0,2,2,74.0,87.0,294.0,110.0
142.0,2,3,93.96,83.44,380.4,101.6
142.0,2,4,134.0,92.0,548.0,103.0
142.0,3,1,107.0,80.66666666666667,477.8333333333333,133.16666666666666
142.0,3,3,104.13636363636364,92.45454545454545,400.6363636363636,120.0
142.0,3,4,123.0,98.0,550.0,85.0
142.0,4,1,72.0,80.5,285.5,73.5
142.0,4,3,92.625,88.8125,381.9375,115.75
142.0,4,4,52.0,84.0,305.0,101.5
143.0,1,1,129.33333333333334,86.0,540.3333333333334,137.33333333333334
143.0,1,3,84.5,84.4375,378.3125,104.3125
143.0,2,1,87.5,85.0,372.25,113.0
143.0,2,3,89.44444444444444,80.88888888888889,408.3888888888889,109.16666666666667
143.0,3,1,100.0,95.0,405.6666666666667,119.66666666666667
143.0,3,3,88.5,84.95,396.7,117.35
143.0,3,4,118.5,86.5,518.0,93.0
143.0,4,1,132.0,85.0,415.0,121.4
143.0,4,3,88.57142857142857,80.57142857142857,424.76190476190476,105.95238095238095
144.0,1,1,100.22222222222223,90.33333333333333,418.0,140.33333333333334
144.0,1,2,89.0,95.0,243.0,120.0
144.0,1,3,84.66666666666667,88.42857142857143,393.85714285714283,116.38095238095238
144.0,2,1,105.33333333333333,86.55555555555556,435.55555555555554,129.88888888888889
144.0,2,3,92.19047619047619,84.38095238095238,394.85714285714283,116.9047619047619
144.0,2,4,78.0,80.0,322.0,106.0
144.0,3,1,117.33333333333333,85.33333333333333,459.25,123.0
144.0,3,2,95.0,84.0,382.0,107.0
144.0,3,3,85.57142857142857,78.66666666666667,401.3809523809524,103.14285714285714
144.0,4,1,108.91666666666667,92.33333333333333,446.75,114.08333333333333
144.0,4,3,88.28571428571429,83.07142857142857,392.5,111.85714285714286
144.0,4,4,65.0,87.0,346.0,105.0
145.0,1,1,100.875,84.0,449.125,132.875
145.0,1,3,87.66666666666667,86.57142857142857,390.7142857142857,110.23809523809524
145.0,1,4,133.0,86.0,541.0,210.0
145.0,2,1,103.42857142857143,80.42857142857143,501.7142857142857,143.71428571428572
145.0,2,3,97.125,85.75,406.625,118.5
145.0,2,4,118.0,70.0,538.0,100.0
145.0,3,1,96.375,83.75,500.125,151.375
145.0,3,3,88.0,86.0,388.1111111111111,114.5
145.0,3,4,95.5,87.0,507.5,88.0
145.0,4,1,103.0,90.25,449.0,110.0
145.0,4,3,85.11111111111111,82.44444444444444,402.77777777777777,115.88888888888889
145.0,4,4,106.0,73.0,458.0,100.0
146.0,1,1,93.42857142857143,80.28571428571429,433.2857142857143,103.28571428571429
146.0,1,3,94.4090909090909,88.45454545454545,409.09090909090907,111.54545454545455
146.0,1,4,105.0,76.0,502.0,96.0
146.0,2,1,89.5,69.5,485.0,138.5
146.0,2,3,94.54545454545455,88.36363636363636,430.09090909090907,119.72727272727273
146.0,2,4,145.0,88.0,633.0,96.0
146.0,3,1,105.85714285714286,84.71428571428571,497.42857142857144,113.85714285714286
146.0,3,3,89.05263157894737,83.36842105263158,406.36842105263156,109.89473684210526
146.0,4,1,88.44444444444444,80.11111111111111,438.6666666666667,117.55555555555556
146.0,4,3,108.1875,93.6875,399.875,124.5
147.0,1,1,93.33333333333333,99.66666666666667,400.6666666666667,154.66666666666666
147.0,1,3,90.85714285714286,87.35714285714286,415.2142857142857,115.92857142857143
147.0,1,4,118.0,76.0,578.5,105.5
147.0,2,1,110.6,78.6,443.6,123.6
147.0,2,3,100.0,87.76470588235294,420.3529411764706,111.58823529411765
147.0,2,4,85.0,98.0,402.0,77.0
147.0,3,1,88.83333333333333,81.33333333333333,370.6666666666667,115.83333333333333
147.0,3,3,88.91666666666667,87.75,400.8333333333333,109.5
147.0,4,1,112.0,76.16666666666667,516.6666666666666,118.83333333333333
147.0,4,3,96.2,87.4,426.8666666666667,114.73333333333333
147.0,4,4,67.0,93.0,283.0,228.0
148.0,1,1,96.0,81.25,481.5,126.25
148.0,1,3,79.4,82.73333333333333,401.0,116.93333333333334
148.0,2,1,107.22222222222223,83.11111111111111,492.44444444444446,131.55555555555554
148.0,2,3,90.04545454545455,82.4090909090909,423.5,109.9090909090909
148.0,2,4,27.0,96.0,231.0,93.0
148.0,3,1,106.0,83.33333333333333,475.3333333333333,136.33333333333334
148.0,3,3,85.26666666666667,80.33333333333333,424.93333333333334,105.66666666666667
148.0,4,1,79.16666666666667,75.66666666666667,413.1666666666667,122.33333333333333
148.0,4,3,86.5,87.375,395.375,125.125
149.0,1,1,78.0,76.0,371.0,85.0
149.0,1,3,89.94117647058823,86.11764705882354,445.5882352941176,117.47058823529412
149.0,2,1,110.5,84.5,443.6666666666667,118.16666666666667
149.0,2,3,104.55555555555556,93.88888888888889,429.6666666666667,130.77777777777777
149.0,3,1,84.2,87.4,384.0,120.4
149.0,3,3,85.21428571428571,84.42857142857143,437.57142857142856,113.0
149.0,4,1,120.0,93.25,520.25,131.75
149.0,4,3,85.81818181818181,87.9090909090909,429.0,101.54545454545455
149.0,4,4,88.0,97.0,354.5,98.5
150.0,1,1,100.33333333333333,83.16666666666667,498.0,128.83333333333334
150.0,1,3,83.35714285714286,82.07142857142857,402.14285714285717,108.92857142857143
150.0,2,1,91.2,78.6,440.0,135.0
150.0,2,3,83.2,88.8,413.2,115.0
150.0,3,1,114.2,82.8,503.6,107.2
150.0,3,2,137.0,107.0,598.0,96.0
150.0,3,3,81.92307692307692,84.38461538461539,406.84615384615387,107.76923076923077
150.0,4,1,87.6,84.0,450.4,126.2
150.0,4,3,97.54545454545455,94.27272727272727,413.27272727272725,113.0909090909091
151.0,1,1,93.5,78.5,453.75,129.5
151.0,1,3,84.3529411764706,82.52941176470588,430.5882352941176,109.52941176470588
151.0,2,1,97.4,95.4,459.2,135.8
151.0,2,3,84.55555555555556,80.33333333333333,434.1111111111111,108.77777777777777
151.0,3,1,91.8,78.4,485.2,146.4
151.0,3,3,87.88888888888889,86.0,403.77777777777777,111.77777777777777
151.0,3,4,77.0,75.0,377.0,67.0
151.0,4,1,103.0,83.33333333333333,449.0,135.33333333333334
151.0,4,2,161.0,72.0,369.0,92.0
151.0,4,3,89.9,89.4,412.5,100.4
151.0,4,4,63.0,82.0,281.0,96.0
152.0,1,1,85.0,78.75,423.25,87.0
152.0,1,3,81.33333333333333,79.26666666666667,412.46666666666664,111.4
152.0,2,1,81.0,76.0,432.3333333333333,147.33333333333334
152.0,2,3,88.46153846153847,86.46153846153847,403.6923076923077,111.6923076923077
152.0,2,4,78.0,82.0,459.0,83.0
152.0,3,1,101.5,85.25,487.5,99.5
152.0,3,3,83.33333333333333,82.41666666666667,410.4166666666667,102.16666666666667
152.0,3,4,116.0,102.0,589.0,51.0
152.0,4,1,109.33333333333333,101.66666666666667,442.0,119.66666666666667
152.0,4,2,129.0,98.0,544.0,90.0
152.0,4,3,81.63636363636364,86.0909090909091,414.90909090909093,108.9090909090909
152.0,4,4,108.4,85.8,499.8,108.0
153.0,1,1,98.33333333333333,76.33333333333333,474.8333333333333,107.66666666666667
153.0,1,3,78.15384615384616,84.0,410.7692307692308,107.92307692307692
153.0,2,1,85.0,89.33333333333333,452.0,153.0
153.0,2,3,95.72727272727273,84.45454545454545,426.1818181818182,117.0909090909091
153.0,2,4,104.0,86.0,490.0,110.0
153.0,3,1,101.14285714285714,87.57142857142857,456.42857142857144,157.28571428571428
153.0,3,3,86.8,92.2,403.4,111.0
153.0,3,4,74.0,95.0,410.0,116.0
153.0,4,3,70.9,79.6,404.1,106.4
154.0,1,1,92.8,88.8,464.4,129.4
154.0,1,3,89.5,84.16666666666667,457.3333333333333,112.91666666666667
154.0,2,1,87.0,86.5,438.75,91.0
154.0,2,3,81.85714285714286,89.07142857142857,420.64285714285717,111.78571428571429
154.0,3,1,90.75,87.625,447.0,123.875
154.0,3,3,94.61538461538461,88.15384615384616,443.7692307692308,111.61538461538461
154.0,3,4,82.5,97.0,385.5,111.0
154.0,4,1,104.75,101.75,463.5,107.25
154.0,4,3,84.64285714285714,83.42857142857143,431.57142857142856,113.78571428571429
154.0,4,4,192.0,78.0,398.0,159.0
155.0,1,1,93.875,91.625,462.0,137.75
155.0,1,3,82.8,89.6,423.0,117.1
155.0,1,4,84.5,93.5,402.0,83.0
155.0,2,1,116.5,91.5,513.5,133.0
155.0,2,3,81.36363636363636,84.54545454545455,408.0,95.54545454545455
155.0,2,4,60.0,90.0,291.0,63.0
155.0,3,1,83.75,89.5,393.0,129.75
155.0,3,3,98.875,83.125,458.9375,115.0625
155.0,4,1,101.5,85.0,415.5,117.5
155.0,4,3,82.0,87.0,370.5,93.25
156.0,1,1,116.0,92.6,530.8,134.2
156.0,1,3,76.9,88.9,396.1,110.5
156.0,2,1,95.88888888888889,95.88888888888889,430.3333333333333,111.77777777777777
156.0,2,3,81.71428571428571,85.14285714285714,418.14285714285717,110.0
156.0,3,1,102.33333333333333,90.33333333333333,439.6666666666667,92.66666666666667
156.0,3,3,87.2,85.0,424.5,106.0
156.0,3,4,91.0,88.0,391.0,122.0
156.0,4,1,88.5,85.0,469.0,140.66666666666666
156.0,4,3,81.44444444444444,92.44444444444444,405.3333333333333,112.66666666666667
156.0,4,4,117.0,94.0,512.0,103.5
157.0,1,1,78.66666666666667,86.33333333333333,493.0,140.0
157.0,1,2,71.0,78.0,349.0,102.0
157.0,1,3,86.72727272727273,87.9090909090909,441.45454545454544,110.0
157.0,1,4,34.0,83.0,269.0,100.0
157.0,2,1,91.0,84.0,500.0,109.0
157.0,2,3,90.85714285714286,83.42857142857143,447.2857142857143,131.57142857142858
157.0,3,1,128.5,94.0,525.5,164.0
157.0,3,3,87.5,84.1,428.3,115.2
157.0,4,3,88.875,85.0,430.25,122.0
157.0,4,4,61.0,94.0,243.0,103.0
158.0,1,1,82.6,86.3,488.3,158.9
158.0,1,3,78.44444444444444,84.55555555555556,416.1111111111111,109.22222222222223
158.0,1,4,70.0,98.0,304.0,82.0
158.0,2,1,85.71428571428571,85.71428571428571,390.57142857142856,91.42857142857143
158.0,2,3,89.16666666666667,82.0,411.25,109.25
158.0,2,4,88.5,103.0,470.0,111.5
158.0,3,1,70.5,88.0,490.0,134.0
158.0,3,3,85.5,86.0,441.8,109.6
158.0,4,3,87.28571428571429,90.57142857142857,396.14285714285717,111.71428571428571
159.0,1,1,89.0,86.5,426.5,96.75
159.0,1,3,83.0,79.0,475.75,108.5
159.0,1,4,60.0,79.0,449.0,103.0
159.0,2,1,90.8,90.4,431.8,124.6
159.0,2,3,87.11111111111111,86.77777777777777,413.77777777777777,124.22222222222223
159.0,3,1,93.0,79.33333333333333,386.0,136.66666666666666
159.0,3,3,76.2,83.8,363.0,113.6
159.0,4,1,90.66666666666667,84.5,530.8333333333334,123.33333333333333
159.0,4,2,76.0,77.0,475.0,99.0
159.0,4,3,76.16666666666667,80.33333333333333,434.0,98.66666666666667
160.0,1,1,81.5,84.25,512.0,150.75
160.0,1,3,78.0,84.125,430.875,108.625
160.0,2,1,93.25,81.0,492.25,129.0
160.0,2,3,93.42857142857143,86.28571428571429,472.42857142857144,104.57142857142857
160.0,2,4,91.0,74.0,509.0,66.0
160.0,3,1,87.5,97.25,419.25,178.5
160.0,3,3,82.0,77.66666666666667,422.3333333333333,107.33333333333333
160.0,3,4,122.0,93.0,587.0,188.0
160.0,4,1,86.0,81.0,449.5,115.25
160.0,4,3,88.25,84.5,465.25,118.75
160.0,4,4,104.5,100.0,529.5,102.0
161.0,1,3,72.57142857142857,85.42857142857143,437.42857142857144,112.0
161.0,2,1,101.0,85.6,440.8,116.2
161.0,2,3,79.66666666666667,82.88888888888889,409.77777777777777,97.77777777777777
161.0,2,4,124.0,100.0,562.0,128.0
161.0,3,1,88.4,80.2,414.6,125.8
161.0,3,3,88.0,82.6,445.8,93.8
161.0,4,1,66.0,82.5,443.0,131.75
161.0,4,3,76.125,80.125,463.5,106.375
161.0,4,4,68.0,92.0,300.0,94.0
162.0,1,1,104.2,91.8,435.4,147.8
162.0,1,3,79.11111111111111,85.55555555555556,423.1111111111111,110.0
162.0,2,1,31.0,101.0,399.0,116.0
162.0,2,3,79.8,84.4,443.1,120.7
162.0,2,4,82.0,90.0,292.0,119.0
162.0,3,1,91.33333333333333,93.16666666666667,473.0,114.66666666666667
162.0,3,3,85.875,84.6875,432.75,123.8125
162.0,4,1,99.25,82.75,525.25,81.25
162.0,4,2,76.0,98.5,361.5,98.5
162.0,4,3,90.9,91.8,427.8,108.5
163.0,1,1,115.0,117.0,479.0,114.0
163.0,1,3,79.8,83.5,427.3,121.0
163.0,1,4,93.0,100.0,560.0,92.0
163.0,2,3,73.5,90.25,423.75,106.5
163.0,3,1,86.4,81.4,443.0,104.2
163.0,3,3,86.4,84.4,444.4,106.0
163.0,3,4,51.0,83.0,438.0,101.0
163.0,4,1,83.25,82.75,495.25,122.0
163.0,4,3,81.5,87.375,446.125,124.75
164.0,1,1,103.0,76.0,555.0,151.0
164.0,1,3,88.71428571428571,88.14285714285714,463.0,115.57142857142857
164.0,2,1,97.4,82.6,457.2,101.6
164.0,2,3,85.0,86.125,448.5,113.5
164.0,3,1,100.5,97.5,467.5,116.0
164.0,3,3,88.66666666666667,88.88888888888889,445.44444444444446,111.11111111111111
164.0,3,4,71.0,93.0,343.0,86.0
164.0,4,1,78.0,80.66666666666667,476.0,103.33333333333333
164.0,4,3,85.71428571428571,88.14285714285714,398.0,113.42857142857143
165.0,1,1,93.33333333333333,88.33333333333333,499.6666666666667,172.66666666666666
165.0,1,3,83.3,80.7,472.5,102.7
165.0,2,3,92.33333333333333,87.22222222222223,453.0,114.77777777777777
165.0,3,1,100.5,97.0,494.0,139.0
165.0,3,2,65.0,92.0,337.0,92.0
165.0,3,3,81.0,78.7,465.9,113.6
165.0,4,1,82.0,93.0,457.0,189.0
165.0,4,3,71.42857142857143,85.14285714285714,427.85714285714283,107.14285714285714
165.0,4,4,66.0,104.0,318.0,80.0
166.0,1,1,87.33333333333333,91.0,427.0,103.33333333333333
166.0,1,3,92.5,89.25,442.75,119.5
166.0,2,1,98.5,88.0,569.0,91.0
166.0,2,3,77.6,91.4,397.6,106.0
166.0,2,4,98.0,68.0,550.0,117.0
166.0,3,1,47.5,88.0,530.0,85.0
166.0,3,3,81.7,86.5,456.6,114.0
166.0,3,4,80.0,71.0,447.0,71.0
166.0,4,1,86.33333333333333,86.0,499.3333333333333,157.66666666666666
166.0,4,3,91.0,81.71428571428571,489.14285714285717,114.71428571428571
167.0,1,1,96.0,99.0,483.3333333333333,94.66666666666667
167.0,1,2,123.0,113.0,572.0,115.0
167.0,1,3,98.5,93.125,481.0,115.125
167.0,2,1,121.0,101.0,545.0,217.0
167.0,2,3,95.57142857142857,89.0,483.42857142857144,111.14285714285714
167.0,3,3,91.5,84.75,456.5,127.75
167.0,4,1,79.0,103.0,539.0,83.5
167.0,4,3,83.6923076923077,86.15384615384616,439.84615384615387,107.15384615384616
167.0,4,4,95.0,92.0,586.0,168.0
168.0,1,1,66.5,76.5,534.0,120.5
168.0,1,3,90.4,85.0,449.6,112.6
168.0,2,1,86.66666666666667,88.66666666666667,477.3333333333333,106.66666666666667
168.0,2,3,94.0,88.375,475.375,116.625
168.0,2,4,79.0,101.0,455.0,79.0
168.0,3,1,84.0,74.0,452.5,99.5
168.0,3,3,75.0,91.5,434.25,112.5
168.0,3,4,62.0,82.0,448.0,109.0
168.0,4,1,88.25,84.75,402.0,124.5
168.0,4,3,82.28571428571429,82.0,440.7142857142857,107.14285714285714
169.0,1,1,79.66666666666667,85.33333333333333,418.3333333333333,97.33333333333333
169.0,1,2,94.0,94.0,588.0,104.0
169.0,1,3,77.0,86.66666666666667,430.3333333333333,113.66666666666667
169.0,2,1,97.5,99.0,501.5,161.0
169.0,2,3,85.16666666666667,88.33333333333333,457.0,102.16666666666667
169.0,2,4,113.0,76.0,609.0,184.0
169.0,3,1,85.0,84.33333333333333,439.0,141.66666666666666
169.0,3,3,88.75,79.75,485.5,114.0
169.0,3,4,114.0,90.0,617.0,96.0
169.0,4,1,80.0,78.25,454.25,126.5
169.0,4,3,81.44444444444444,88.44444444444444,428.1111111111111,112.55555555555556
170.0,1,1,73.0,89.0,409.0,74.0
170.0,1,2,93.0,74.0,468.0,94.0
170.0,1,3,78.16666666666667,88.0,479.5,119.83333333333333
170.0,2,3,88.33333333333333,91.0,496.8333333333333,135.83333333333334
170.0,3,1,89.33333333333333,88.83333333333333,465.3333333333333,113.83333333333333
170.0,3,3,84.375,88.625,451.625,121.5
170.0,3,4,97.0,92.0,469.0,101.0
170.0,4,1,106.8,89.4,445.0,110.6
170.0,4,2,100.0,75.0,456.0,104.0
170.0,4,3,85.0,78.4,506.4,103.8
171.0,1,1,98.0,103.0,473.0,226.0
171.0,2,1,70.0,79.0,376.0,101.0
171.0,2,3,82.42857142857143,83.42857142857143,438.7142857142857,103.28571428571429
171.0,3,1,84.0,85.0,422.0,119.0
171.0,3,3,70.0,88.8,428.6,119.0
171.0,4,3,89.0,77.5,544.5,130.5
172.0,1,1,94.0,71.0,533.0,92.0
172.0,1,3,96.0,91.75,513.125,115.375
